Date,000002 SZ T1440,000089 SZ T1440,000157 SZ T1440,000568 SZ T1440,000581 SZ T1440,000651 SZ T1440,000858 SZ T1440,000951 SZ T1440,000997 SZ T1440,002032 SZ T1440,002050 SZ T1440,002081 SZ T1440,600000 SS T1440,600016 SS T1440,600019 SS T1440,600028 SS T1440,600030 SS T1440,600031 SS T1440,600036 SS T1440,600050 SS T1440,600104 SS T1440,600176 SS T1440,600276 SS T1440,600323 SS T1440,600519 SS T1440,600535 SS T1440,600566 SS T1440,600570 SS T1440,600585 SS T1440,600606 SS T1440,600660 SS T1440,600779 SS T1440,600886 SS T1440,600887 SS T1440,600900 SS T1440,601006 SS T1440,601398 SS T1440,601988 SS T1440,601166 SS T1440,601318 SS T1440,000338 SZ T1440,601328 SS T1440,002138 SZ T1440,601169 SS T1440,601939 SS T1440,601390 SS T1440,601601 SS T1440,601186 SS T1440,002262 SZ T1440,601766 SS T1440,601888 SS T1440,300003 SZ T1440,300012 SZ T1440,300015 SZ T1440,002304 SZ T1440,002311 SZ T1440,601288 SS T1440,601818 SS T1440,002475 SZ T1440,300124 SZ T1440,300142 SZ T1440,002508 SZ T1440,300166 SZ T1440,300203 SZ T1440,300271 SZ T1440
2012-01-05,5.608797808042536,3.807882841724648,5.697451590335011,26.510463170450496,17.259812260871517,6.377904177726148,25.794076576273536,6.423873890787138,5.524118602955208,9.711198593570607,3.1312086710239657,6.044783066252097,4.535425014460434,3.1341479701876565,3.647036913993385,3.9124894009626536,7.949362301652343,10.675623809179745,8.559983595899864,4.715958442003879,9.543095570841814,2.2826952618890086,6.955236859183701,4.795398445878336,129.66774212395845,12.483671319829915,5.367218761342056,8.101168101613602,12.12114959436128,3.641049612204728,5.362920322989182,19.206368039311236,2.022467262480142,5.396214452068372,4.688474785869647,4.857043528018884,2.820530347846708,1.9324006291808908,6.315697030317095,14.783985811164142,5.200315343451204,3.1092875211297257,4.261747037138928,2.898076704485512,3.001617582996408,2.179433851539502,15.969964175169563,3.1996409316677954,4.262741832301319,3.5090510103370387,11.638097167986462,6.119212946002671,2.0249368622185497,3.353029812691545,60.49252497030882,6.271071047632645,1.7249676118515878,2.1071843138288884,1.82198416603472,6.2148853846259176,4.218003315371025,3.7009054588363033,3.3513669185289388,14.980506434108515,3.2536324605068767
2012-01-06,5.480905467666724,3.8019783089538217,5.567220646359444,26.82884216820271,16.993895299412426,6.197429022828442,25.97265440917905,6.351698675503192,5.702241978929753,9.45801759328358,2.9705547181008902,5.662941001763794,4.549730335568944,3.1344071061762087,3.6615827598652673,3.909894117480128,7.754681307532931,10.485217424057733,8.55134781802773,4.673164465115156,9.362335655382712,2.1886407309636007,6.708794475786399,4.6632287320913814,130.20123619546666,12.337192297810544,5.1139191306914595,7.783645613316791,11.845546913079353,3.53866371475632,5.323018989761938,19.099916448740775,2.022467262480142,5.44605904256828,4.663864577025824,4.896017735944474,2.8385691576659826,1.9421359196242596,6.3000155172826275,14.727437845179345,5.231768292093287,3.153265920141132,4.286783448907784,2.883871739373233,3.034726437293977,2.150995072496886,15.912420597890243,3.173822521750686,4.016716536666487,3.4906553473982167,10.890405335777993,6.1484204782525005,1.9747021272008625,3.262421464660098,61.55738436876251,6.219243171132307,1.7326182638896728,2.091033577304203,1.7386398132675338,5.8420756594208925,4.109908501951367,3.776746646653663,3.1945199486369096,14.436428367689366,3.2536324605068767
2012-01-07,5.527596178642306,3.890606722435456,5.758363317054415,26.61669749557361,16.451071730463244,6.366991044699845,25.898051320679336,6.63031623596124,5.918431201655176,9.677200974358982,3.034212069114471,5.807397417231328,4.644970284206049,3.1988725496784163,3.6964731617959616,4.007249011546321,8.028610617884922,10.913079574701657,8.800315086122303,4.711556427936531,9.686037151982859,2.321451538933565,6.637539071194206,4.877097505025295,130.39131796636076,12.533249748966332,5.327733823321056,8.063735662870156,12.23641454610826,3.6680161481042672,5.424315947635682,19.234596936909472,2.0539541030219253,5.4802953747013525,4.665027853236746,5.005571301263998,2.841442285377524,1.9421359196242596,6.422485233994912,14.826786862291453,5.416885134970187,3.1886170116889105,4.3577345552560685,2.947264986324674,3.0989709539718016,2.198657795388713,16.03166858966578,3.2437796286762985,4.10114266313479,3.5617485694192466,11.029614200917797,6.406586864302232,2.003707469068413,3.3389356478766765,61.407276150658035,6.640891344872975,1.7369966997596709,2.1008902756149554,1.7450243025313132,5.951914247705367,4.188153451236267,3.9455651583386073,3.4303720372985183,14.869789213075745,3.4214158424805134
2012-01-10,5.705332849163617,3.9810432246359375,6.144544322815522,27.509431460359732,16.778363102097963,6.5876837183800765,26.750650252634863,6.8645951864076435,6.071931185832742,9.959517110079915,3.17078231705847,6.125298788974147,4.703357326519465,3.2380936429871205,3.782255079724855,4.079978176929228,8.365441081562695,11.478512479815375,8.930162364831443,4.947153484135776,9.981224517864444,2.507183178070336,6.974473722165035,5.1771194734516035,134.80252426343154,13.015137027769802,5.689161061927841,8.29660616411871,13.00101486191335,3.8093591812807213,5.659525434254816,19.689627979872782,2.0537465647861275,5.754869294883164,4.747211120055551,5.038244854237381,2.8589543850635977,1.949956480749148,6.4800933221239125,15.528917664318495,5.6259150032366705,3.2308231776778866,4.455844043738184,2.992402032049953,3.13184212495719,2.2942587407891404,16.753372335012028,3.376848578481243,4.2392082012513095,3.702308306400436,11.743973490076113,6.623199496008626,2.0603420972954587,3.4031395481545115,63.77547998582062,6.765885164856559,1.7499607951127159,2.113584320436074,1.8043557253548104,6.374945765421412,4.3664620230857345,4.060427316564855,3.592594984619144,15.368390993613401,3.541823232472628
2012-01-11,5.716480639963224,3.976815343466821,6.320909924977022,28.245446304786057,17.389904939934887,6.434196973595292,26.957971894025327,6.899529707284564,6.319846448031144,9.949791387373335,3.1878643694451103,6.424415092106496,4.720288613140862,3.241604580761796,3.831555912487833,4.086241150807285,8.444867735504335,11.587657988021267,8.9353466155621,4.951835536789394,9.935519762061508,2.591861233581442,6.982741132377341,5.281104157512816,134.69214863001682,13.131191105163738,5.846667012551903,8.465901884396782,13.162139117249446,3.8273516801575145,5.684215476907412,19.661001436604266,2.0662454610632954,5.841739804837508,4.768046661103402,5.004094050340384,2.8645193022771003,1.9572928394711808,6.4526146933259865,15.631416199220665,5.806053137223195,3.2461819312345286,4.399218362932414,2.9909227233302413,3.1368432057571747,2.317069725990996,16.803453479016724,3.4233890384219787,4.320402235411624,3.7858524031601437,12.03418367703046,6.727328456441123,2.106362772519085,3.3963149561411816,64.99564546791895,6.6563327466598015,1.7507259577784269,2.124905576355857,1.8155858669333216,6.540877377899264,4.4781928385385275,4.0760640132062855,3.601007469225837,15.674355727712646,3.6396305623808303
2012-01-12,5.784400637027433,3.9868423331973046,6.377735897987198,28.376164306285702,17.321935230577488,6.3572491729305876,27.291127231280214,6.890835553087263,6.210798395305206,9.885179721490408,3.200044629629629,6.39956474622312,4.769144533035289,3.266283246745453,3.80370532790515,4.0282167098487145,8.43372574710337,11.704005999033233,9.007492992731317,4.830953191755851,10.016633690124971,2.6355863202787764,6.954299684848068,5.2884981513828215,134.34625167638478,13.053297122718934,5.890735477803903,8.264679259186384,13.33379235160384,3.8888275837567483,5.666490976752394,19.682932538854423,2.0865142328832307,5.7989789874723945,4.793698179141358,4.98270767689235,2.8638474972642074,1.9568256389920584,6.5940177378477545,15.867852344030636,5.710296797831335,3.257631923631424,4.37728240375587,3.0192391244606607,3.1380996572415687,2.3156433600780364,16.785085981945013,3.4526293926623066,4.462318534367865,3.8188692946805376,11.879630631148595,6.6940757784138025,2.077123313846153,3.2951517026413013,64.85642624068498,6.634401306827438,1.7382463042178775,2.1284895428895667,1.8580771196901853,6.4890644945502665,4.436557773694687,4.064712438181772,3.6621692517780895,15.375010903632115,3.541408309512569
2012-01-13,5.699215946389692,3.92173955441195,6.224738330989199,27.716465556224623,16.620641474249336,6.501092424419137,26.872073502439328,6.753868920427551,5.966945435587872,9.360443991031387,3.1523188725677236,6.2145573770390135,4.747238139583665,3.2655464952139828,3.7855946107207386,4.007411442061635,8.280001477691034,11.454075088102824,8.959744095789928,4.688087882961839,9.84049120610328,2.5493222279267864,6.817213958907289,5.128960559762923,133.2144427027553,12.76217079914284,5.7212871712767415,7.8604226394371715,12.863421149689007,3.766635442599832,5.5652908179041045,19.498353840037414,2.0507044427171413,5.685340913773552,4.7773473040624985,4.977236333288854,2.866677071598116,1.9516670564840188,6.571336333243883,15.727325475893874,5.5863203475099406,3.248842358930572,4.0582156772024796,3.0069896844568,3.1435767841313798,2.281091299386776,16.573525755155114,3.3502165328026625,4.325804609295687,3.7481153443965294,11.686877907236285,6.407052234125943,1.9871034375000007,3.160406854332968,64.29090734066999,6.488076000483322,1.732730542307742,2.112224233118276,1.8129516568499733,6.127556472186407,4.189626047239,3.988998536633664,3.4758001086289485,14.232048764329312,3.3568884363632705
2012-01-14,5.6800350717366275,3.881449876348922,6.461577105330063,26.608118811798462,16.15973753528355,6.501092424419137,25.51852184366471,6.654333842432621,5.678912592271988,9.11360611598938,2.9893125706382135,5.901918536036504,4.729519175742804,3.2552960437014966,3.7989696417787213,3.976898973070472,8.345995473579983,11.631254752589259,8.912890186977695,4.683216304945501,9.669868072674172,2.518494479535841,6.6169607626599465,4.96960582183252,127.56702237881365,12.155119323346234,5.569054090772919,7.725855848747483,12.493020268717931,3.6918536141183433,5.5463040844398295,19.198614461797565,2.1419677672131847,5.477846974009236,4.767690925188754,4.922004835176852,2.8508601654871115,1.9474480547850856,6.641073252306237,15.638550819377567,5.537398457525628,3.2489044388255,3.872374502609993,3.000704008845641,3.149805906133256,2.2392251729428088,16.58173425825435,3.3502165328026625,4.0976128395643965,3.7202579561694,11.06507304220445,6.173263486953256,1.866626465812642,3.0917613932083414,61.513775333264455,6.458578503325938,1.7425663106554952,2.0976955578686263,1.7538185583481447,5.703554391671825,3.873279654852084,3.930767046496269,3.105370080819512,13.140400293481619,3.19488474813972
2012-01-17,5.712581514992138,3.987878599460952,6.710636274067327,26.717259856073433,16.71474605852254,6.501092424419137,25.405313966920833,6.839719154949252,5.751407156627715,9.156003788857245,2.9893125706382135,6.044611010689996,4.7108163989958705,3.2582608439864,3.8467146032405766,4.0271918129860715,8.570055674501438,11.920577898658161,8.943897775099646,4.7367502198889015,9.901279142051603,2.589706185940829,6.46156705440571,5.078525809781271,124.17924781145882,11.831692661052749,5.681518314360059,7.7830385672911335,12.874729861514174,3.7706907328414654,5.633325410844089,19.29782752616331,2.1562076875067038,5.411758622489929,4.8231801408311785,4.972450316282363,2.857561865531065,1.9571792846475795,6.653883619510128,15.978581141107867,5.6790000386244825,3.2736957850816584,3.9227424809457134,3.0021475471333607,3.149805906133256,2.3046150235815954,16.72721438244705,3.4205872094724006,4.110876934997949,3.873839844170912,11.177399086233313,6.348552842150975,1.8708337708414116,3.136119094200167,61.71274013135734,6.55225500733795,1.7425663106554952,2.112088320962896,1.7165702125835034,5.761904894168854,3.993142007225524,4.044893236445387,3.0259149595116424,13.07938401208916,3.191477186219644
2012-01-18,5.777388614783522,4.008623829863053,6.941134069027905,26.85126217264792,16.68046546979999,6.501092424419137,25.464250331568934,7.050625889882437,5.896649950660021,8.909236583786457,2.895913953657227,6.180919037308836,4.767770201929361,3.2946282602671277,3.861638226750044,4.026224170259706,8.925746825940431,12.120784089305392,8.984611427938312,4.739834258587882,10.09272553019374,2.733951332840341,6.341407082648589,5.172699709470635,128.1676473411565,11.273484775961027,5.877066817278795,7.876703456062838,13.572974596394312,3.8181463038822723,5.76124696390196,19.283069275678198,2.145440942076792,5.476323600818424,4.8709862953935135,5.030522119360742,2.8557251877493166,1.9616174817255243,6.66437671499532,16.45638690754744,5.775175892580947,3.2838350388511595,3.963585067196669,3.0260171942417853,3.1690058490466955,2.3468550365435776,17.316747772346762,3.4926899213840064,4.034532181975292,3.920033212465441,11.279280291813414,6.400371600152033,1.8708337708414116,3.055547273306755,60.52773173086591,6.55225500733795,1.751114918769422,2.1252576703989416,1.7386119662159127,5.5022816245306805,3.9439474269311052,4.0414125352563515,3.0144728537641376,12.853441102815836,3.184849054651141
